OTU,ALancangBesar,BPari,CTidung,DKarangBeras,EPramuka,FKotok,GSepa
1869,ASV11388,1,1,1,1,1,0,1
1870,ASV11413,1,1,0,1,1,1,1
1871,ASV11500,1,0,1,1,1,1,1
1872,ASV11505,0,1,1,1,1,1,1
1873,ASV11566,1,0,1,1,1,1,1
1874,ASV11588,0,1,1,1,1,1,1
1875,ASV11641,0,1,1,1,1,1,1
1876,ASV11670,1,0,1,1,1,1,1
1877,ASV11753,1,0,1,1,1,1,1
1878,ASV11763,0,1,1,1,1,1,1
1879,ASV11813,1,0,1,1,1,1,1
1880,ASV11838,1,0,1,1,1,1,1
1881,ASV11872,0,1,1,1,1,1,1
1882,ASV11880,0,1,1,1,1,1,1
1883,ASV11904,1,1,1,1,1,0,1
1884,ASV11944,1,1,1,0,1,1,1
1885,ASV11992,1,1,1,0,1,1,1
1886,ASV11996,1,1,1,1,0,1,1
1887,ASV12003,1,1,0,1,1,1,1
1888,ASV12034,0,1,1,1,1,1,1
1889,ASV12039,1,1,1,1,1,1,0
1890,ASV12070,1,1,0,1,1,1,1
1891,ASV12081,1,0,1,1,1,1,1
1892,ASV12086,0,1,1,1,1,1,1
1893,ASV12095,0,1,1,1,1,1,1
1894,ASV12137,0,1,1,1,1,1,1
1895,ASV12148,0,1,1,1,1,1,1
1896,ASV12159,1,1,1,1,0,1,1
1897,ASV12174,0,1,1,1,1,1,1
1898,ASV12206,1,1,1,1,1,0,1
1899,ASV12235,0,1,1,1,1,1,1
1900,ASV12268,1,0,1,1,1,1,1
1901,ASV12277,0,1,1,1,1,1,1
1902,ASV12324,1,1,1,1,1,0,1
1903,ASV12350,0,1,1,1,1,1,1
1904,ASV12401,0,1,1,1,1,1,1
1905,ASV12454,1,0,1,1,1,1,1
1906,ASV12476,1,1,1,1,0,1,1
1907,ASV12501,1,0,1,1,1,1,1
1908,ASV12525,0,1,1,1,1,1,1
1909,ASV12528,1,1,1,1,1,0,1
1910,ASV12569,1,0,1,1,1,1,1
1911,ASV12593,0,1,1,1,1,1,1
1912,ASV12597,0,1,1,1,1,1,1
1913,ASV12642,0,1,1,1,1,1,1
1914,ASV12672,1,1,1,0,1,1,1
1915,ASV12680,1,1,1,1,1,0,1
1916,ASV12750,0,1,1,1,1,1,1
1917,ASV12782,1,1,1,0,1,1,1
1918,ASV12794,1,1,1,1,1,1,0
1919,ASV12826,1,0,1,1,1,1,1
1920,ASV12842,1,0,1,1,1,1,1
1921,ASV12869,0,1,1,1,1,1,1
1922,ASV12905,0,1,1,1,1,1,1
1923,ASV12930,1,1,1,1,1,0,1
1924,ASV12955,0,1,1,1,1,1,1
1925,ASV12975,0,1,1,1,1,1,1
1926,ASV12995,1,0,1,1,1,1,1
1927,ASV13099,0,1,1,1,1,1,1
1928,ASV13122,0,1,1,1,1,1,1
1929,ASV13141,0,1,1,1,1,1,1
1930,ASV13148,0,1,1,1,1,1,1
1931,ASV13150,0,1,1,1,1,1,1
1932,ASV13175,1,1,1,1,0,1,1
1933,ASV13226,1,0,1,1,1,1,1
1934,ASV13306,0,1,1,1,1,1,1
1935,ASV13309,1,1,1,1,1,0,1
1936,ASV13334,0,1,1,1,1,1,1
1937,ASV13343,0,1,1,1,1,1,1
1938,ASV13395,0,1,1,1,1,1,1
1939,ASV13422,1,1,1,0,1,1,1
1940,ASV13470,0,1,1,1,1,1,1
1941,ASV13476,1,0,1,1,1,1,1
1942,ASV13481,1,1,1,0,1,1,1
1943,ASV13543,1,1,1,1,0,1,1
1944,ASV13547,1,1,1,1,0,1,1
1945,ASV13586,1,1,1,1,1,1,0
1946,ASV13602,1,1,1,1,1,0,1
1947,ASV13614,0,1,1,1,1,1,1
1948,ASV13790,1,1,0,1,1,1,1
1949,ASV13814,1,1,1,1,1,0,1
1950,ASV13867,1,1,1,1,1,0,1
1951,ASV13901,1,0,1,1,1,1,1
1952,ASV13950,0,1,1,1,1,1,1
1953,ASV14028,1,1,0,1,1,1,1
1954,ASV14066,1,0,1,1,1,1,1
1955,ASV14073,0,1,1,1,1,1,1
1956,ASV14086,0,1,1,1,1,1,1
1957,ASV14141,1,1,1,0,1,1,1
1958,ASV14168,0,1,1,1,1,1,1
1959,ASV14175,0,1,1,1,1,1,1
1960,ASV14179,1,1,1,0,1,1,1
1961,ASV14207,0,1,1,1,1,1,1
1962,ASV14275,1,0,1,1,1,1,1
1963,ASV14351,0,1,1,1,1,1,1
1964,ASV14379,0,1,1,1,1,1,1
1965,ASV14426,0,1,1,1,1,1,1
1966,ASV14541,0,1,1,1,1,1,1
1967,ASV14576,0,1,1,1,1,1,1
1968,ASV14637,1,0,1,1,1,1,1
1969,ASV14757,1,1,1,1,1,0,1
1970,ASV14793,0,1,1,1,1,1,1
1971,ASV14847,0,1,1,1,1,1,1
1972,ASV14865,0,1,1,1,1,1,1
1973,ASV15088,0,1,1,1,1,1,1
1974,ASV15122,1,0,1,1,1,1,1
1975,ASV15129,1,0,1,1,1,1,1
1976,ASV15144,0,1,1,1,1,1,1
1977,ASV15148,0,1,1,1,1,1,1
1978,ASV15263,0,1,1,1,1,1,1
1979,ASV15284,0,1,1,1,1,1,1
1980,ASV15414,0,1,1,1,1,1,1
1981,ASV15477,1,1,0,1,1,1,1
1982,ASV15521,1,1,1,1,1,1,0
1983,ASV15562,1,1,1,1,1,0,1
1984,ASV15646,1,1,1,1,1,0,1
1985,ASV15739,0,1,1,1,1,1,1
1986,ASV15807,1,1,1,1,1,0,1
1987,ASV15890,1,0,1,1,1,1,1
1988,ASV15906,1,1,1,1,1,1,0
1989,ASV15912,0,1,1,1,1,1,1
1990,ASV15914,0,1,1,1,1,1,1
1991,ASV15994,1,1,1,1,1,1,0
1992,ASV16048,1,1,1,0,1,1,1
1993,ASV16106,0,1,1,1,1,1,1
1994,ASV16308,0,1,1,1,1,1,1
1995,ASV16319,1,1,1,1,1,0,1
1996,ASV16425,1,0,1,1,1,1,1
1997,ASV16557,0,1,1,1,1,1,1
1998,ASV16705,0,1,1,1,1,1,1
1999,ASV16711,1,0,1,1,1,1,1
2000,ASV16752,1,1,1,1,1,0,1
2001,ASV16781,0,1,1,1,1,1,1
2002,ASV16874,1,0,1,1,1,1,1
2003,ASV16882,0,1,1,1,1,1,1
2004,ASV16907,0,1,1,1,1,1,1
2005,ASV16916,0,1,1,1,1,1,1
2006,ASV16929,0,1,1,1,1,1,1
2007,ASV16948,0,1,1,1,1,1,1
2008,ASV17241,1,1,1,1,0,1,1
2009,ASV17331,0,1,1,1,1,1,1
2010,ASV17352,1,1,0,1,1,1,1
2011,ASV17542,0,1,1,1,1,1,1
2012,ASV17612,1,1,1,1,1,0,1
2013,ASV17698,0,1,1,1,1,1,1
2014,ASV17780,0,1,1,1,1,1,1
2015,ASV17816,0,1,1,1,1,1,1
2016,ASV17838,0,1,1,1,1,1,1
2017,ASV17877,0,1,1,1,1,1,1
2018,ASV17884,0,1,1,1,1,1,1
2019,ASV17955,1,1,1,1,0,1,1
2020,ASV18117,1,1,1,1,1,0,1
2021,ASV18331,1,0,1,1,1,1,1
2022,ASV18382,1,1,1,1,1,0,1
2023,ASV18413,0,1,1,1,1,1,1
2024,ASV18438,0,1,1,1,1,1,1
2025,ASV18449,0,1,1,1,1,1,1
2026,ASV18492,1,0,1,1,1,1,1
2027,ASV18529,1,1,1,1,1,1,0
2028,ASV18613,1,1,0,1,1,1,1
2029,ASV18623,1,1,1,1,1,0,1
2030,ASV18794,0,1,1,1,1,1,1
2031,ASV18806,0,1,1,1,1,1,1
2032,ASV18819,0,1,1,1,1,1,1
2033,ASV18857,0,1,1,1,1,1,1
2034,ASV18902,0,1,1,1,1,1,1
2035,ASV18903,1,1,0,1,1,1,1
2036,ASV18955,0,1,1,1,1,1,1
2037,ASV19054,1,1,0,1,1,1,1
2038,ASV19193,1,1,1,1,0,1,1
2039,ASV19396,0,1,1,1,1,1,1
2040,ASV19433,0,1,1,1,1,1,1
2041,ASV19548,1,1,1,1,1,0,1
2042,ASV19611,0,1,1,1,1,1,1
2043,ASV19743,1,1,1,1,0,1,1
2044,ASV19860,1,1,1,1,1,0,1
2045,ASV20001,0,1,1,1,1,1,1
2046,ASV20054,1,1,1,0,1,1,1
2047,ASV20106,0,1,1,1,1,1,1
2048,ASV20288,1,1,0,1,1,1,1
2049,ASV20419,0,1,1,1,1,1,1
2050,ASV20495,0,1,1,1,1,1,1
2051,ASV20541,0,1,1,1,1,1,1
2052,ASV20712,1,1,1,1,1,0,1
2053,ASV20727,1,0,1,1,1,1,1
2054,ASV20851,1,1,1,0,1,1,1
2055,ASV20871,1,1,1,1,1,1,0
2056,ASV20935,1,0,1,1,1,1,1
2057,ASV21145,1,0,1,1,1,1,1
2058,ASV21409,0,1,1,1,1,1,1
2059,ASV21442,0,1,1,1,1,1,1
2060,ASV21891,1,1,1,1,0,1,1
2061,ASV21954,0,1,1,1,1,1,1
2062,ASV22258,1,1,1,1,1,1,0
2063,ASV22290,1,1,1,1,1,0,1
2064,ASV22291,1,1,1,1,1,0,1
2065,ASV22524,0,1,1,1,1,1,1
2066,ASV22721,1,0,1,1,1,1,1
2067,ASV23011,0,1,1,1,1,1,1
2068,ASV23199,1,1,1,1,1,0,1
2069,ASV23332,0,1,1,1,1,1,1
2070,ASV23662,0,1,1,1,1,1,1
2071,ASV23675,1,1,1,1,1,0,1
2072,ASV23728,0,1,1,1,1,1,1
2073,ASV23731,0,1,1,1,1,1,1
2074,ASV24016,1,1,0,1,1,1,1
2075,ASV24223,0,1,1,1,1,1,1
2076,ASV24512,1,1,1,1,1,0,1
2077,ASV24917,1,1,1,1,1,1,0
2078,ASV25879,1,1,1,1,0,1,1
2079,ASV26275,0,1,1,1,1,1,1
2080,ASV26444,0,1,1,1,1,1,1
2081,ASV26519,0,1,1,1,1,1,1
2082,ASV26727,1,1,1,1,1,1,0
2083,ASV27092,1,1,0,1,1,1,1
2084,ASV7,1,0,1,1,0,1,1
2085,ASV12,0,1,0,1,1,1,1
2086,ASV29,0,0,1,1,1,1,1
2087,ASV90,0,1,1,1,0,1,1
2088,ASV97,1,0,0,1,1,1,1
2089,ASV109,0,1,1,1,0,1,1
2090,ASV112,0,0,1,1,1,1,1
2091,ASV118,1,1,1,0,0,1,1
2092,ASV174,0,1,1,1,1,0,1
2093,ASV206,0,1,1,1,1,0,1
2094,ASV212,0,0,1,1,1,1,1
2095,ASV222,0,1,1,1,1,1,0
2096,ASV223,0,1,1,1,0,1,1
2097,ASV234,0,1,1,0,1,1,1
2098,ASV262,0,1,0,1,1,1,1
2099,ASV280,0,0,1,1,1,1,1
2100,ASV286,1,0,1,0,1,1,1
2101,ASV293,1,1,1,1,0,1,0
2102,ASV332,1,0,1,0,1,1,1
2103,ASV348,0,0,1,1,1,1,1
2104,ASV377,0,1,1,0,1,1,1
2105,ASV392,1,0,1,0,1,1,1
2106,ASV425,0,1,0,1,1,1,1
2107,ASV430,0,0,1,1,1,1,1
2108,ASV434,0,1,1,1,0,1,1
2109,ASV480,0,0,1,1,1,1,1
2110,ASV487,1,1,0,1,1,0,1
2111,ASV515,0,1,0,1,1,1,1
2112,ASV529,1,0,1,1,1,1,0
2113,ASV533,0,0,1,1,1,1,1
2114,ASV547,1,1,0,1,1,0,1
2115,ASV565,0,0,1,1,1,1,1
2116,ASV572,0,1,1,0,1,1,1
2117,ASV583,0,0,1,1,1,1,1
2118,ASV591,1,0,1,1,1,0,1
2119,ASV600,0,1,1,0,1,1,1
2120,ASV616,1,0,0,1,1,1,1
2121,ASV619,1,0,1,1,1,0,1
2122,ASV629,0,0,1,1,1,1,1
2123,ASV637,1,1,0,0,1,1,1
2124,ASV676,0,1,1,1,0,1,1
2125,ASV687,1,0,1,1,1,1,0
2126,ASV697,0,1,1,1,1,1,0
2127,ASV698,1,1,0,1,1,0,1
2128,ASV727,0,1,1,1,0,1,1
2129,ASV760,0,1,1,1,1,1,0
2130,ASV798,1,1,1,1,0,1,0
2131,ASV801,1,0,0,1,1,1,1
2132,ASV847,0,0,1,1,1,1,1
2133,ASV881,0,1,1,1,0,1,1
2134,ASV887,0,1,1,0,1,1,1
2135,ASV889,0,0,1,1,1,1,1
2136,ASV952,1,1,0,1,0,1,1
2137,ASV954,0,1,1,1,1,0,1
2138,ASV961,1,0,1,1,1,0,1
2139,ASV966,0,1,1,1,1,1,0
2140,ASV981,1,0,1,1,1,0,1
2141,ASV990,0,0,1,1,1,1,1
2142,ASV993,1,1,0,1,0,1,1
2143,ASV1003,1,0,1,1,1,1,0
2144,ASV1032,1,0,1,1,0,1,1
2145,ASV1085,0,1,1,1,1,0,1
2146,ASV1103,0,0,1,1,1,1,1
2147,ASV1124,0,1,1,0,1,1,1
2148,ASV1128,1,1,1,1,0,0,1
2149,ASV1158,0,1,1,1,1,0,1
2150,ASV1160,1,1,1,0,1,0,1
2151,ASV1169,0,0,1,1,1,1,1
2152,ASV1182,0,1,1,0,1,1,1
2153,ASV1205,0,1,1,1,1,0,1
2154,ASV1214,0,1,1,1,1,0,1
2155,ASV1229,0,0,1,1,1,1,1
2156,ASV1231,0,1,1,0,1,1,1
2157,ASV1233,0,1,1,1,0,1,1
2158,ASV1238,0,1,1,1,1,1,0
2159,ASV1249,0,0,1,1,1,1,1
2160,ASV1292,1,0,1,1,1,0,1
2161,ASV1313,1,0,1,1,0,1,1
2162,ASV1318,0,0,1,1,1,1,1
2163,ASV1343,1,0,1,0,1,1,1
2164,ASV1345,0,1,1,0,1,1,1
2165,ASV1370,0,1,0,1,1,1,1
2166,ASV1379,0,1,1,0,1,1,1
2167,ASV1416,0,0,1,1,1,1,1
2168,ASV1452,0,1,1,1,1,0,1
2169,ASV1463,0,0,1,1,1,1,1
2170,ASV1473,0,1,1,1,1,1,0
2171,ASV1490,1,0,1,1,0,1,1
2172,ASV1491,0,1,1,1,1,1,0
2173,ASV1506,1,1,0,1,1,1,0
2174,ASV1514,0,0,1,1,1,1,1
2175,ASV1515,0,1,1,0,1,1,1
2176,ASV1519,0,0,1,1,1,1,1
2177,ASV1527,1,1,0,1,1,0,1
2178,ASV1568,1,0,1,1,0,1,1
2179,ASV1582,0,0,1,1,1,1,1
2180,ASV1596,0,1,1,0,1,1,1
2181,ASV1608,0,1,1,1,0,1,1
2182,ASV1619,1,1,0,1,1,1,0
2183,ASV1641,0,0,1,1,1,1,1
2184,ASV1645,0,1,0,1,1,1,1
2185,ASV1651,0,1,1,1,0,1,1
2186,ASV1669,0,0,1,1,1,1,1
2187,ASV1680,0,0,1,1,1,1,1
2188,ASV1682,0,1,1,1,1,1,0
2189,ASV1700,0,1,1,0,1,1,1
2190,ASV1707,0,0,1,1,1,1,1
2191,ASV1721,0,1,1,1,1,0,1
2192,ASV1806,1,1,1,0,1,0,1
2193,ASV1813,1,0,1,1,1,1,0
2194,ASV1816,0,1,1,1,0,1,1
2195,ASV1830,0,1,1,1,1,0,1
2196,ASV1840,0,1,0,1,1,1,1
2197,ASV1853,0,0,1,1,1,1,1
2198,ASV1858,0,1,1,1,0,1,1
2199,ASV1876,0,1,1,1,0,1,1
2200,ASV1892,0,1,1,1,1,0,1
2201,ASV1977,0,1,1,1,1,0,1
2202,ASV1987,0,1,1,1,1,0,1
2203,ASV2063,0,1,1,0,1,1,1
2204,ASV2076,1,0,1,1,1,1,0
2205,ASV2077,1,0,1,1,1,1,0
2206,ASV2078,0,0,1,1,1,1,1
2207,ASV2093,0,0,1,1,1,1,1
2208,ASV2114,0,1,1,1,1,1,0
2209,ASV2147,1,0,1,1,1,0,1
2210,ASV2176,0,1,1,1,1,0,1
2211,ASV2178,0,0,1,1,1,1,1
2212,ASV2200,1,1,1,0,1,1,0
2213,ASV2205,0,1,1,1,1,0,1
2214,ASV2248,0,1,0,1,1,1,1
2215,ASV2250,1,1,1,1,0,1,0
2216,ASV2259,0,1,1,1,1,0,1
2217,ASV2275,0,1,0,1,1,1,1
2218,ASV2280,0,0,1,1,1,1,1
2219,ASV2285,0,0,1,1,1,1,1
2220,ASV2290,0,0,1,1,1,1,1
2221,ASV2316,1,1,1,1,0,0,1
2222,ASV2338,0,0,1,1,1,1,1
2223,ASV2346,0,1,1,1,0,1,1
2224,ASV2348,0,1,1,1,0,1,1
2225,ASV2365,0,1,1,1,1,0,1
2226,ASV2369,0,1,1,1,0,1,1
2227,ASV2385,0,1,1,1,0,1,1
2228,ASV2419,0,1,1,0,1,1,1
2229,ASV2430,0,1,0,1,1,1,1
2230,ASV2460,0,1,1,1,1,1,0
2231,ASV2469,1,0,1,1,0,1,1
2232,ASV2484,0,1,1,1,1,0,1
2233,ASV2496,0,1,0,1,1,1,1
2234,ASV2500,0,1,0,1,1,1,1
2235,ASV2504,0,1,0,1,1,1,1
2236,ASV2517,0,0,1,1,1,1,1
2237,ASV2526,1,1,1,1,1,0,0
2238,ASV2539,1,0,1,1,1,0,1
2239,ASV2570,0,1,1,1,0,1,1
2240,ASV2574,1,1,1,0,1,1,0
2241,ASV2623,1,1,1,0,0,1,1
2242,ASV2627,0,1,1,1,1,0,1
2243,ASV2653,1,1,1,1,1,0,0
2244,ASV2671,1,1,1,0,1,1,0
2245,ASV2686,0,1,1,1,1,1,0
2246,ASV2689,0,0,1,1,1,1,1
2247,ASV2709,0,1,1,1,0,1,1
2248,ASV2712,1,1,1,1,1,0,0
2249,ASV2727,0,0,1,1,1,1,1
2250,ASV2730,0,1,1,1,1,1,0
2251,ASV2743,1,1,1,1,0,0,1
2252,ASV2765,0,1,1,1,1,1,0
2253,ASV2776,0,1,1,1,1,0,1
2254,ASV2816,0,1,1,1,0,1,1
2255,ASV2817,1,1,0,1,1,0,1
2256,ASV2819,1,1,0,1,1,0,1
2257,ASV2834,0,0,1,1,1,1,1
2258,ASV2835,0,1,1,1,1,1,0
2259,ASV2836,0,0,1,1,1,1,1
2260,ASV2865,0,1,1,0,1,1,1
2261,ASV2870,1,1,0,1,1,0,1
2262,ASV2878,1,0,1,0,1,1,1
2263,ASV2885,0,1,1,1,1,1,0
2264,ASV2905,1,1,0,1,1,1,0
2265,ASV2908,0,0,1,1,1,1,1
2266,ASV2952,0,0,1,1,1,1,1
2267,ASV2958,0,1,1,1,1,1,0
2268,ASV2998,1,0,1,0,1,1,1
2269,ASV3033,0,1,1,1,0,1,1
2270,ASV3061,1,1,1,1,0,1,0
2271,ASV3062,1,0,1,0,1,1,1
2272,ASV3085,0,1,1,0,1,1,1
2273,ASV3099,0,1,1,1,0,1,1
2274,ASV3122,0,0,1,1,1,1,1
2275,ASV3141,1,0,1,1,1,0,1
2276,ASV3154,0,1,0,1,1,1,1
2277,ASV3240,0,1,1,1,1,0,1
2278,ASV3253,0,0,1,1,1,1,1
2279,ASV3257,0,1,1,1,1,1,0
2280,ASV3287,0,1,0,1,1,1,1
2281,ASV3299,1,0,0,1,1,1,1
2282,ASV3314,0,1,1,1,1,0,1
2283,ASV3331,0,1,1,0,1,1,1
2284,ASV3332,1,1,0,1,1,0,1
2285,ASV3362,1,1,1,1,1,0,0
2286,ASV3425,0,0,1,1,1,1,1
2287,ASV3449,1,0,0,1,1,1,1
2288,ASV3473,0,1,0,1,1,1,1
2289,ASV3474,0,0,1,1,1,1,1
2290,ASV3554,0,1,1,1,1,1,0
2291,ASV3565,1,1,1,1,0,0,1
2292,ASV3596,0,1,0,1,1,1,1
2293,ASV3625,0,1,1,1,1,0,1
2294,ASV3687,0,0,1,1,1,1,1
2295,ASV3716,0,1,1,1,1,0,1
2296,ASV3828,0,1,0,1,1,1,1
2297,ASV3862,1,0,0,1,1,1,1
2298,ASV3869,1,0,0,1,1,1,1
2299,ASV3871,0,0,1,1,1,1,1
2300,ASV3930,0,1,0,1,1,1,1
2301,ASV3932,1,1,0,1,1,0,1
2302,ASV3953,0,0,1,1,1,1,1
2303,ASV3954,0,1,1,1,1,1,0
2304,ASV3977,0,1,1,1,1,1,0
2305,ASV4003,0,1,1,1,0,1,1
2306,ASV4030,0,1,1,1,0,1,1
2307,ASV4053,0,1,1,1,1,0,1
2308,ASV4055,0,1,1,1,1,0,1
2309,ASV4058,0,1,0,1,1,1,1
2310,ASV4062,0,0,1,1,1,1,1
2311,ASV4068,0,1,0,1,1,1,1
2312,ASV4070,1,0,1,0,1,1,1
2313,ASV4078,0,1,1,1,0,1,1
2314,ASV4079,0,0,1,1,1,1,1
2315,ASV4089,0,1,0,1,1,1,1
2316,ASV4114,1,1,1,1,1,0,0
2317,ASV4129,0,1,0,1,1,1,1
2318,ASV4137,1,0,0,1,1,1,1
2319,ASV4153,0,1,1,1,1,0,1
2320,ASV4156,0,0,1,1,1,1,1
2321,ASV4168,1,0,1,1,1,0,1
2322,ASV4196,0,1,1,1,0,1,1
2323,ASV4225,1,1,0,1,1,0,1
2324,ASV4254,0,1,1,1,1,1,0
2325,ASV4285,1,0,1,1,0,1,1
2326,ASV4320,0,1,1,1,1,0,1
2327,ASV4337,0,1,1,1,1,1,0
2328,ASV4347,1,0,1,1,0,1,1
2329,ASV4399,1,1,1,0,1,1,0
2330,ASV4423,0,1,1,1,1,0,1
2331,ASV4435,0,0,1,1,1,1,1
2332,ASV4460,0,0,1,1,1,1,1
2333,ASV4473,0,0,1,1,1,1,1
2334,ASV4482,0,0,1,1,1,1,1
2335,ASV4484,0,1,1,1,0,1,1
2336,ASV4499,0,0,1,1,1,1,1
2337,ASV4516,0,1,1,0,1,1,1
2338,ASV4525,1,1,1,0,0,1,1
2339,ASV4533,0,1,1,1,1,0,1
2340,ASV4535,0,0,1,1,1,1,1
2341,ASV4536,1,0,1,1,1,0,1
2342,ASV4558,0,0,1,1,1,1,1
2343,ASV4580,1,0,1,1,1,0,1
2344,ASV4581,0,0,1,1,1,1,1
2345,ASV4590,0,1,1,1,0,1,1
2346,ASV4618,0,0,1,1,1,1,1
2347,ASV4623,1,1,0,1,1,0,1
2348,ASV4657,0,0,1,1,1,1,1
2349,ASV4662,0,0,1,1,1,1,1
2350,ASV4672,1,0,0,1,1,1,1
2351,ASV4688,0,1,1,1,1,0,1
2352,ASV4698,0,1,1,1,1,0,1
2353,ASV4731,1,0,1,1,1,0,1
2354,ASV4732,1,0,1,0,1,1,1
2355,ASV4754,1,1,1,0,0,1,1
2356,ASV4792,0,1,1,1,1,1,0
2357,ASV4840,1,0,1,1,0,1,1
2358,ASV4878,0,0,1,1,1,1,1
2359,ASV4886,0,0,1,1,1,1,1
2360,ASV4890,0,0,1,1,1,1,1
2361,ASV4900,0,1,1,1,0,1,1
2362,ASV4954,0,0,1,1,1,1,1
2363,ASV4956,0,1,1,1,1,0,1
2364,ASV4957,0,1,1,1,0,1,1
2365,ASV4966,1,1,0,1,1,0,1
2366,ASV5008,0,1,1,1,0,1,1
2367,ASV5037,1,0,1,1,1,0,1
2368,ASV5057,0,0,1,1,1,1,1
2369,ASV5069,0,1,0,1,1,1,1
2370,ASV5074,0,0,1,1,1,1,1
2371,ASV5085,0,1,1,1,1,0,1
2372,ASV5088,1,0,1,1,1,0,1
2373,ASV5124,0,1,0,1,1,1,1
2374,ASV5126,1,1,1,1,1,0,0
2375,ASV5130,0,0,1,1,1,1,1
2376,ASV5142,1,1,0,1,1,0,1
2377,ASV5148,0,1,1,1,0,1,1
2378,ASV5158,0,1,1,1,0,1,1
2379,ASV5159,0,0,1,1,1,1,1
2380,ASV5180,1,1,1,1,1,0,0
2381,ASV5223,1,1,0,1,1,0,1
2382,ASV5231,0,0,1,1,1,1,1
2383,ASV5258,1,1,1,0,1,1,0
2384,ASV5262,1,0,1,1,1,0,1
2385,ASV5265,0,1,0,1,1,1,1
2386,ASV5290,0,1,1,1,1,1,0
2387,ASV5308,1,1,1,0,0,1,1
2388,ASV5336,0,0,1,1,1,1,1
2389,ASV5340,0,1,1,1,1,0,1
2390,ASV5341,0,0,1,1,1,1,1
2391,ASV5357,0,1,1,0,1,1,1
2392,ASV5366,0,1,1,1,1,0,1
2393,ASV5379,1,0,1,0,1,1,1
2394,ASV5397,0,1,1,1,0,1,1
2395,ASV5452,0,0,1,1,1,1,1
2396,ASV5456,0,1,1,1,1,0,1
2397,ASV5487,0,0,1,1,1,1,1
2398,ASV5510,0,0,1,1,1,1,1
2399,ASV5524,0,0,1,1,1,1,1
2400,ASV5526,0,1,0,1,1,1,1
2401,ASV5533,1,0,1,1,1,0,1
2402,ASV5535,1,1,1,1,0,0,1
2403,ASV5536,1,0,0,1,1,1,1
2404,ASV5571,0,0,1,1,1,1,1
2405,ASV5578,1,1,1,1,1,0,0
2406,ASV5587,1,1,1,0,1,1,0
2407,ASV5591,0,1,1,1,1,0,1
2408,ASV5593,1,0,1,1,0,1,1
2409,ASV5607,1,1,0,0,1,1,1
2410,ASV5616,1,1,1,1,0,1,0
2411,ASV5621,1,0,1,1,0,1,1
2412,ASV5641,0,0,1,1,1,1,1
2413,ASV5656,1,1,1,1,1,0,0
2414,ASV5669,0,1,1,1,1,0,1
2415,ASV5687,0,0,1,1,1,1,1
2416,ASV5689,0,1,1,1,1,0,1
2417,ASV5737,1,0,1,0,1,1,1
2418,ASV5747,1,1,1,0,1,0,1
2419,ASV5753,0,1,1,1,1,0,1
2420,ASV5765,1,1,0,1,0,1,1
2421,ASV5804,0,1,1,1,1,1,0
2422,ASV5834,1,1,1,0,0,1,1
2423,ASV5845,0,0,1,1,1,1,1
2424,ASV5898,0,1,1,0,1,1,1
2425,ASV5972,0,1,1,1,1,0,1
2426,ASV5982,0,1,1,1,1,0,1
2427,ASV5999,1,0,1,1,0,1,1
2428,ASV6012,0,0,1,1,1,1,1
2429,ASV6016,0,1,1,0,1,1,1
2430,ASV6031,0,1,1,0,1,1,1
2431,ASV6034,1,0,1,1,1,0,1
2432,ASV6068,1,0,1,1,1,0,1
2433,ASV6083,0,0,1,1,1,1,1
2434,ASV6124,0,1,1,1,1,0,1
2435,ASV6135,0,1,1,0,1,1,1
2436,ASV6218,0,1,1,1,1,1,0
2437,ASV6219,1,0,1,0,1,1,1
2438,ASV6225,0,1,1,0,1,1,1
2439,ASV6226,0,1,0,1,1,1,1
2440,ASV6237,0,0,1,1,1,1,1
2441,ASV6265,1,1,1,1,0,0,1
2442,ASV6341,0,0,1,1,1,1,1
2443,ASV6365,1,1,1,1,0,0,1
2444,ASV6374,0,1,1,1,1,1,0
2445,ASV6398,0,0,1,1,1,1,1
2446,ASV6400,0,1,1,0,1,1,1
2447,ASV6437,0,1,1,0,1,1,1
2448,ASV6460,0,0,1,1,1,1,1
2449,ASV6514,0,1,1,1,0,1,1
2450,ASV6610,0,1,1,1,1,0,1
2451,ASV6621,0,1,1,1,1,0,1
2452,ASV6655,1,1,0,1,1,0,1
2453,ASV6667,0,0,1,1,1,1,1
2454,ASV6674,0,1,1,0,1,1,1
2455,ASV6678,0,0,1,1,1,1,1
2456,ASV6710,0,0,1,1,1,1,1
2457,ASV6736,1,0,0,1,1,1,1
2458,ASV6773,0,1,0,1,1,1,1
2459,ASV6777,1,1,0,0,1,1,1
2460,ASV6788,1,0,1,1,1,0,1
2461,ASV6790,0,0,1,1,1,1,1
2462,ASV6795,0,1,1,1,0,1,1
2463,ASV6818,1,0,1,0,1,1,1
2464,ASV6819,0,1,1,1,0,1,1
2465,ASV6825,1,1,1,0,0,1,1
2466,ASV6826,0,1,1,1,1,0,1
2467,ASV6876,0,1,1,1,1,0,1
2468,ASV6895,1,0,1,0,1,1,1
2469,ASV6916,0,1,1,1,1,0,1
2470,ASV6939,0,1,1,1,1,0,1
2471,ASV6948,0,0,1,1,1,1,1
2472,ASV6957,0,1,1,1,1,0,1
2473,ASV7064,1,1,0,1,1,0,1
2474,ASV7067,0,0,1,1,1,1,1
2475,ASV7077,0,0,1,1,1,1,1
2476,ASV7103,0,1,1,1,1,0,1
2477,ASV7131,1,0,1,1,1,1,0
