OTU,ALancangBesar,BPari,CTidung,DKarangBeras,EPramuka,FKotok,GSepa,Rowsums
ASV14224,26,0,13,2,0,16,6,63
ASV14296,7,4,5,27,20,0,0,63
ASV15667,0,0,5,5,0,53,0,63
ASV16246,0,0,14,0,1,26,22,63
ASV16573,18,0,0,0,10,14,21,63
ASV18587,9,4,12,0,0,26,12,63
ASV21175,0,63,0,0,0,0,0,63
ASV25177,0,0,58,0,0,0,5,63
ASV27092,4,26,0,14,4,13,2,63
ASV103,0,9,16,0,0,14,23,62
ASV458,0,4,0,4,0,25,29,62
ASV935,0,1,18,6,13,17,7,62
ASV939,0,0,0,1,21,0,40,62
ASV966,0,15,25,8,12,2,0,62
ASV1876,0,3,15,5,0,12,27,62
ASV3466,1,0,39,11,4,6,1,62
ASV6864,0,8,16,0,0,23,15,62
ASV7130,2,3,20,8,13,9,7,62
ASV7540,0,22,0,0,28,5,7,62
ASV7588,0,31,0,31,0,0,0,62
ASV7736,1,0,61,0,0,0,0,62
ASV9610,3,2,21,11,9,2,14,62
ASV11588,0,10,11,4,8,9,20,62
ASV12519,0,0,0,62,0,0,0,62
ASV12751,0,0,0,62,0,0,0,62
ASV14175,0,4,6,32,11,6,3,62
ASV14527,0,0,62,0,0,0,0,62
ASV18430,0,0,1,61,0,0,0,62
ASV19338,0,17,18,2,20,0,5,62
ASV20022,0,0,0,8,48,0,6,62
ASV21152,0,0,11,10,20,17,4,62
ASV23409,5,0,46,0,0,0,11,62
ASV23469,0,0,0,0,0,62,0,62
ASV24013,62,0,0,0,0,0,0,62
ASV591,9,0,10,23,1,0,18,61
ASV715,13,0,12,5,13,12,6,61
ASV992,7,8,1,0,45,0,0,61
ASV1033,13,9,27,3,2,0,7,61
ASV1735,0,0,0,5,21,29,6,61
ASV1737,0,4,11,11,21,5,9,61
ASV2460,0,3,14,29,3,12,0,61
ASV2761,0,2,2,4,28,8,17,61
ASV2816,0,6,5,16,0,11,23,61
ASV2918,0,0,9,31,12,0,9,61
ASV3596,0,2,0,2,2,40,15,61
ASV3689,4,0,16,18,2,12,9,61
ASV4660,0,5,10,2,15,5,24,61
ASV6788,3,0,26,2,4,0,26,61
ASV6957,0,12,11,8,25,0,5,61
ASV7544,0,5,9,2,1,28,16,61
ASV8590,0,1,6,5,24,24,1,61
ASV9248,0,22,10,9,5,15,0,61
ASV9301,0,6,55,0,0,0,0,61
ASV11139,0,4,13,22,10,5,7,61
ASV11880,0,3,1,11,11,28,7,61
ASV12088,6,15,3,11,13,3,10,61
ASV12202,0,8,0,3,1,0,49,61
ASV13099,0,7,15,12,3,9,15,61
ASV14033,17,6,24,11,3,0,0,61
ASV17549,51,10,0,0,0,0,0,61
ASV18590,4,7,12,16,10,5,7,61
ASV20792,0,0,61,0,0,0,0,61
ASV21063,0,16,11,3,31,0,0,61
ASV752,6,0,8,12,6,7,21,60
ASV1034,0,0,10,14,0,33,3,60
ASV1565,3,15,17,4,2,19,0,60
ASV1799,5,0,0,0,15,0,40,60
ASV2124,0,0,0,0,0,0,60,60
ASV2463,3,1,2,10,13,12,19,60
ASV3953,0,0,7,28,4,10,11,60
ASV4857,6,16,25,1,0,7,5,60
ASV5182,7,9,10,6,15,6,7,60
ASV5394,0,25,21,0,0,14,0,60
ASV5591,0,24,9,22,4,0,1,60
ASV5819,10,2,9,14,0,18,7,60
ASV6815,4,14,6,2,10,14,10,60
ASV6916,0,6,19,17,5,0,13,60
ASV7208,8,0,23,2,10,17,0,60
ASV7269,8,8,8,8,15,3,10,60
ASV8091,0,0,11,21,12,4,12,60
ASV10944,0,4,7,19,9,4,17,60
ASV11204,4,2,14,6,12,16,6,60
ASV11299,0,0,0,0,14,27,19,60
ASV14559,0,0,0,0,0,33,27,60
ASV15417,0,0,0,7,11,13,29,60
ASV16284,0,9,7,0,14,11,19,60
ASV17084,9,44,0,0,0,0,7,60
ASV18251,0,0,60,0,0,0,0,60
ASV18534,0,4,25,0,2,21,8,60
ASV20015,0,0,31,12,0,12,5,60
ASV22831,0,0,0,55,0,4,1,60
ASV25879,11,6,8,4,0,26,5,60
ASV26380,0,1,17,0,0,36,6,60
ASV29,0,0,18,4,14,5,18,59
ASV205,5,7,6,14,0,16,11,59
ASV337,2,13,21,4,11,8,0,59
ASV1515,0,7,15,0,4,24,9,59
ASV1998,0,2,13,10,14,9,11,59
ASV2535,0,0,0,0,10,43,6,59
ASV3158,0,5,0,0,0,39,15,59
ASV4062,0,0,15,10,10,11,13,59
ASV4068,0,9,0,1,4,4,41,59
ASV4153,0,18,2,2,19,0,18,59
ASV4211,0,4,14,10,7,17,7,59
ASV4558,0,0,12,17,18,5,7,59
ASV4771,0,0,10,0,0,47,2,59
ASV4865,0,0,21,27,9,0,2,59
ASV7613,8,14,0,22,3,0,12,59
ASV8374,0,0,15,43,0,0,1,59
ASV9113,0,0,0,59,0,0,0,59
ASV9177,2,1,1,16,23,5,11,59
ASV10417,0,1,1,1,19,25,12,59
ASV11566,7,0,1,15,5,9,22,59
ASV12511,0,0,1,4,21,11,22,59
ASV13630,1,9,0,0,16,0,33,59
ASV14477,0,0,0,25,31,0,3,59
ASV14865,0,13,8,11,10,5,12,59
ASV15912,0,5,13,2,13,4,22,59
ASV17260,0,8,6,0,10,0,35,59
ASV18229,0,0,31,4,0,24,0,59
ASV18262,0,24,4,12,12,0,7,59
ASV19732,0,45,0,0,0,6,8,59
ASV20783,0,7,40,0,12,0,0,59
ASV20793,15,0,13,0,12,13,6,59
ASV20871,20,1,9,10,16,3,0,59
ASV24407,23,10,10,5,3,6,2,59
ASV286,3,0,37,0,8,3,7,58
ASV1514,0,0,5,4,6,21,22,58
ASV1602,8,5,8,19,10,2,6,58
ASV2047,0,2,1,14,30,3,8,58
ASV2348,0,15,4,12,0,21,6,58
ASV3126,5,4,7,8,2,0,32,58
ASV3286,0,16,5,12,14,9,2,58
ASV3362,26,19,5,7,1,0,0,58
ASV3878,0,14,8,2,6,25,3,58
ASV4726,0,6,4,9,17,17,5,58
ASV5208,38,1,0,13,0,0,6,58
ASV5941,8,5,20,2,1,0,22,58
ASV5982,0,3,4,21,21,0,9,58
ASV7617,13,10,0,0,0,0,35,58
ASV7744,0,26,0,2,0,0,30,58
ASV9276,3,18,10,11,3,13,0,58
ASV9605,0,6,17,0,0,11,24,58
ASV11997,7,5,0,5,0,41,0,58
ASV13416,0,0,16,0,11,0,31,58
ASV13422,17,2,4,0,14,13,8,58
ASV15088,0,3,6,3,10,14,22,58
ASV16584,0,0,0,0,0,0,58,58
ASV17683,0,0,0,3,55,0,0,58
ASV22153,0,0,0,52,0,0,6,58
ASV263,5,2,3,0,11,20,16,57
ASV343,3,9,0,10,8,2,25,57
ASV450,8,4,15,5,6,12,7,57
ASV2212,5,3,13,8,5,18,5,57
ASV2888,0,2,17,15,9,6,8,57
ASV4181,3,0,6,12,4,22,10,57
ASV6128,0,27,13,8,0,0,9,57
ASV7896,0,12,23,10,7,0,5,57
ASV8099,27,1,0,0,5,0,24,57
ASV8332,0,3,35,0,0,19,0,57
ASV8697,0,0,11,27,0,9,10,57
ASV9084,0,0,42,1,13,1,0,57
ASV9751,0,0,2,0,8,0,47,57
ASV10050,0,3,16,12,6,0,20,57
ASV10110,0,0,21,36,0,0,0,57
ASV11384,17,7,17,4,0,0,12,57
ASV12184,29,0,13,4,0,0,11,57
ASV12689,5,7,7,7,16,4,11,57
ASV12997,0,0,0,0,0,57,0,57
ASV13765,0,3,0,0,52,0,2,57
ASV14885,2,0,0,6,5,44,0,57
ASV15493,0,0,0,0,0,0,57,57
ASV15994,15,5,9,4,14,10,0,57
ASV16151,0,20,4,0,11,19,3,57
ASV17229,0,0,11,3,8,2,33,57
ASV18995,0,4,0,19,15,0,19,57
ASV19488,0,5,0,15,17,1,19,57
ASV20955,2,0,27,3,9,16,0,57
ASV21706,0,0,12,15,15,5,10,57
ASV26528,20,0,0,16,21,0,0,57
ASV798,9,25,4,2,0,16,0,56
ASV1406,0,0,0,0,3,4,49,56
ASV1473,0,2,26,3,16,9,0,56
ASV1641,0,0,25,8,1,12,10,56
ASV2959,0,25,3,10,5,6,7,56
ASV3449,4,0,0,37,2,5,8,56
ASV3522,0,11,8,3,0,34,0,56
ASV3556,0,12,0,9,14,0,21,56
ASV3871,0,0,22,1,20,10,3,56
ASV4399,13,7,4,0,2,30,0,56
ASV5293,9,0,0,0,36,0,11,56
ASV5702,0,0,14,9,27,0,6,56
ASV7796,7,0,1,30,7,0,11,56
ASV8522,0,0,0,0,11,0,45,56
ASV8955,0,0,9,6,32,8,1,56
ASV13189,2,0,33,13,0,8,0,56
ASV16564,0,0,1,0,0,55,0,56
ASV16781,0,7,26,6,5,2,10,56
ASV17241,15,11,11,5,0,12,2,56
ASV17612,1,7,17,13,1,0,17,56
ASV18967,0,10,0,31,3,9,3,56
ASV21961,0,0,29,0,0,18,9,56
ASV21962,0,11,0,25,8,0,12,56
ASV22425,0,0,52,0,0,0,4,56
ASV26790,0,0,0,7,28,17,4,56
ASV134,24,0,4,16,8,2,1,55
ASV650,0,9,13,0,4,0,29,55
ASV1075,0,4,6,0,5,40,0,55
ASV1155,11,1,17,4,10,1,11,55
ASV1321,0,0,0,55,0,0,0,55
ASV2369,0,2,27,3,0,10,13,55
ASV3099,0,10,8,1,0,1,35,55
ASV3222,2,4,0,1,1,2,45,55
ASV3810,0,0,0,0,4,51,0,55
ASV3920,3,2,13,8,18,1,10,55
ASV4003,0,16,24,8,0,2,5,55
ASV4484,0,12,6,13,0,16,8,55
ASV4531,17,0,33,5,0,0,0,55
ASV4932,6,9,17,6,6,5,6,55
ASV5046,0,0,3,3,12,0,37,55
ASV5340,0,6,15,7,19,0,8,55
ASV6205,0,14,0,15,21,5,0,55
ASV6385,2,0,8,9,4,3,29,55
ASV7299,0,1,22,10,0,16,6,55
ASV7570,2,19,1,3,26,0,4,55
ASV8538,4,12,11,6,2,16,4,55
ASV8632,0,17,0,0,0,28,10,55
ASV8677,0,0,0,33,5,4,13,55
ASV9230,6,4,1,3,10,10,21,55
ASV10505,0,0,0,0,0,0,55,55
ASV12343,7,0,3,0,0,31,14,55
ASV13093,0,0,0,7,34,0,14,55
ASV14736,47,8,0,0,0,0,0,55
ASV15772,0,21,1,0,5,2,26,55
ASV16312,0,0,9,21,13,4,8,55
ASV16671,0,0,3,0,7,6,39,55
ASV16768,0,49,0,0,6,0,0,55
ASV19928,0,14,36,5,0,0,0,55
ASV21342,0,0,0,7,18,0,30,55
ASV24529,0,0,10,25,4,2,14,55
ASV24701,0,0,7,0,46,2,0,55
ASV26217,5,1,4,9,11,18,7,55
ASV27034,3,12,5,2,12,13,8,55
ASV118,8,24,1,0,0,13,8,54
ASV1524,0,0,19,16,0,0,19,54
ASV2643,0,3,6,5,4,17,19,54
ASV3220,21,3,5,3,8,7,7,54
ASV4288,0,0,0,0,0,0,54,54
ASV4301,0,0,5,3,6,0,40,54
ASV5655,0,3,17,4,12,8,10,54
ASV6398,0,0,16,17,6,8,7,54
ASV6685,0,0,0,54,0,0,0,54
ASV6873,5,3,0,33,0,0,13,54
ASV7289,0,0,17,16,1,2,18,54
ASV7786,13,8,0,20,10,0,3,54
ASV7807,0,0,0,0,0,15,39,54
ASV8163,0,0,11,0,0,6,37,54
ASV8210,0,0,0,54,0,0,0,54
ASV8390,2,0,0,22,6,4,20,54
ASV8466,0,8,19,0,6,17,4,54
ASV8948,0,33,0,12,0,0,9,54
ASV9822,0,3,16,7,16,0,12,54
ASV10204,0,0,0,54,0,0,0,54
ASV10703,0,0,5,19,5,25,0,54
ASV11080,0,0,0,0,0,0,54,54
ASV12378,0,10,0,0,28,16,0,54
ASV13730,0,13,6,16,10,9,0,54
ASV14506,0,35,19,0,0,0,0,54
ASV18876,0,52,0,2,0,0,0,54
ASV19710,5,8,4,30,7,0,0,54
ASV22940,0,0,0,54,0,0,0,54
ASV25359,0,54,0,0,0,0,0,54
ASV489,2,0,15,20,1,8,7,53
ASV1000,0,0,10,10,27,0,6,53
ASV1899,0,0,11,0,7,27,8,53
ASV2280,0,0,4,31,4,7,7,53
ASV2476,0,5,0,0,3,0,45,53
ASV3474,0,0,12,3,3,27,8,53
ASV4078,0,7,14,11,0,7,14,53
ASV5272,0,0,18,0,2,0,33,53
ASV5834,3,10,3,0,0,33,4,53
ASV5965,20,3,16,4,2,1,7,53
ASV7113,0,0,0,0,1,24,28,53
ASV8178,0,0,0,27,1,20,5,53
ASV9271,0,0,0,47,0,6,0,53
ASV10999,6,10,3,12,22,0,0,53
ASV12767,0,0,5,29,11,0,8,53
ASV15142,5,0,0,1,35,0,12,53
ASV16929,0,5,6,14,3,9,16,53
ASV20156,0,2,20,5,17,0,9,53
ASV20290,7,0,2,10,15,0,19,53
ASV21104,6,0,0,1,45,1,0,53
ASV21772,0,0,0,43,0,0,10,53
ASV2077,4,0,39,1,2,6,0,52
ASV2905,11,2,0,33,1,5,0,52
ASV3373,0,5,0,17,15,0,15,52
ASV4934,1,0,13,35,0,0,3,52
ASV5074,0,0,7,7,21,1,16,52
ASV5618,6,0,21,7,3,13,2,52
ASV6777,16,6,0,0,7,15,8,52
ASV7001,0,9,6,5,12,6,14,52
ASV7227,0,19,19,0,0,12,2,52
ASV9320,35,0,0,0,17,0,0,52
ASV10237,0,0,16,26,10,0,0,52
ASV10834,0,0,16,31,0,0,5,52
ASV11996,17,11,3,7,0,3,11,52
ASV12476,16,12,9,3,0,9,3,52
ASV13449,0,0,0,0,32,20,0,52
ASV14053,0,4,0,11,27,2,8,52
ASV15119,0,29,0,0,19,4,0,52
ASV18633,1,6,12,0,33,0,0,52
ASV959,6,38,0,0,6,0,1,51
ASV1939,0,10,2,11,13,1,14,51
ASV2550,0,0,10,0,18,21,2,51
ASV4179,0,0,0,17,19,2,13,51
ASV5158,0,6,22,4,0,15,4,51
ASV5374,0,0,21,11,6,13,0,51
ASV5421,2,0,12,9,10,5,13,51
ASV5752,0,0,0,0,43,2,6,51
ASV6083,0,0,5,27,5,2,12,51
ASV6680,11,5,14,9,8,1,3,51
ASV7502,0,3,18,2,15,6,7,51
ASV8555,0,0,2,1,7,0,41,51
ASV8969,0,27,3,0,0,0,21,51
ASV9054,0,8,0,7,30,0,6,51
ASV9158,0,6,12,0,10,0,23,51
ASV9730,0,5,9,0,25,0,12,51
ASV9872,0,20,14,0,1,9,7,51
ASV10057,0,8,8,12,10,4,9,51
ASV10249,0,12,3,2,6,3,25,51
ASV10434,0,13,8,8,9,0,13,51
ASV10660,0,11,4,5,17,5,9,51
ASV10675,0,0,0,0,3,48,0,51
ASV12268,4,0,19,8,7,12,1,51
ASV12644,0,0,2,31,18,0,0,51
ASV13790,18,12,0,3,6,4,8,51
ASV14409,4,0,28,9,10,0,0,51
ASV15368,22,0,0,7,16,0,6,51
ASV18438,0,3,10,1,14,13,10,51
ASV22651,0,0,0,0,0,0,51,51
ASV26421,8,39,0,0,0,0,4,51
ASV2265,6,0,26,4,4,7,3,50
ASV3033,0,16,5,8,0,17,4,50
ASV3160,0,0,0,0,27,0,23,50
ASV3830,2,3,5,26,12,0,2,50
ASV4231,3,6,3,11,3,24,0,50
ASV4325,0,12,1,0,28,0,9,50
ASV5415,10,0,3,9,0,0,28,50
ASV5526,0,9,0,25,1,8,7,50
ASV5909,0,0,19,23,8,0,0,50
ASV6243,5,4,7,2,0,14,18,50
ASV7013,0,0,50,0,0,0,0,50
ASV8049,6,14,5,11,8,0,6,50
ASV8192,0,13,16,5,0,14,2,50
ASV8505,45,0,0,0,0,0,5,50
ASV8944,0,2,0,0,9,27,12,50
ASV9078,0,15,6,4,21,0,4,50
ASV10232,15,0,1,11,1,0,22,50
ASV10410,36,14,0,0,0,0,0,50
ASV10601,38,1,6,2,0,3,0,50
ASV11046,0,0,5,0,0,6,39,50
ASV11798,12,0,16,4,10,0,8,50
ASV12581,0,5,24,0,13,5,3,50
ASV13141,0,6,11,20,2,9,2,50
ASV15710,0,0,6,24,9,8,3,50
ASV18135,9,0,2,19,11,9,0,50
ASV18643,0,0,0,7,10,0,33,50
ASV20859,0,0,23,22,3,0,2,50
ASV23675,7,16,15,4,5,0,3,50
ASV708,0,8,20,15,6,0,0,49
ASV1277,0,0,19,7,21,0,2,49
ASV2171,0,0,0,23,6,11,9,49
ASV2316,14,6,4,17,0,0,8,49
ASV3188,15,13,0,18,0,3,0,49
ASV3750,5,0,9,3,8,1,23,49
ASV4219,0,1,5,17,7,11,8,49
ASV4742,0,1,14,25,0,9,0,49
ASV4888,0,0,14,32,3,0,0,49
ASV5223,11,3,0,4,22,0,9,49
ASV5338,0,0,2,0,11,20,16,49
ASV5395,6,1,13,7,12,8,2,49
ASV6365,3,8,24,9,0,0,5,49
ASV6563,0,4,5,11,7,9,13,49
ASV6817,0,0,0,0,0,49,0,49
ASV6908,0,4,31,3,1,1,9,49
ASV7185,5,0,0,20,12,4,8,49
ASV8840,0,0,8,14,0,22,5,49
ASV8919,0,8,21,10,7,1,2,49
ASV9035,0,0,17,7,6,16,3,49
ASV9897,0,2,9,10,6,2,20,49
ASV10011,15,6,11,2,0,10,5,49
ASV10764,0,12,17,0,0,2,18,49
ASV11121,0,5,16,3,5,10,10,49
ASV11698,0,0,0,4,24,10,11,49
ASV11738,22,0,0,7,0,0,20,49
ASV14618,9,8,0,20,12,0,0,49
ASV17792,0,0,0,0,38,0,11,49
ASV18331,6,0,15,1,5,12,10,49
ASV21328,0,11,0,6,20,0,12,49
ASV21910,0,18,0,11,0,0,20,49
ASV206,0,3,12,9,17,0,7,48
ASV280,0,0,9,1,12,4,22,48
ASV397,0,1,47,0,0,0,0,48
ASV713,7,0,21,7,3,7,3,48
ASV1370,0,5,0,12,11,5,15,48
ASV1541,0,0,0,0,0,0,48,48
ASV1582,0,0,7,11,23,1,6,48
ASV2179,0,0,9,3,1,0,35,48
ASV2743,24,3,4,14,0,0,3,48
ASV2967,17,2,12,0,4,7,6,48
ASV3253,0,0,17,7,5,15,4,48
ASV3297,0,0,12,0,32,4,0,48
ASV4878,0,0,18,5,7,14,4,48
ASV5687,0,0,1,9,23,11,4,48
ASV6825,11,2,7,0,0,17,11,48
ASV8082,0,0,0,34,0,14,0,48
ASV9698,17,2,9,11,1,0,8,48
ASV9712,0,0,0,3,2,14,29,48
ASV10132,0,0,0,47,0,0,1,48
ASV10603,3,0,3,19,5,9,9,48
ASV10883,6,0,7,3,20,2,10,48
ASV11074,8,13,5,8,3,8,3,48
ASV11504,16,11,0,0,4,9,8,48
ASV11666,0,6,9,14,5,0,14,48
ASV14127,0,0,16,11,0,16,5,48
ASV14351,0,12,18,9,2,1,6,48
ASV14561,1,0,0,0,0,47,0,48
ASV15140,0,0,0,0,0,0,48,48
ASV15418,0,6,26,0,16,0,0,48
ASV16807,0,4,0,5,18,3,18,48
ASV18180,0,0,0,0,1,0,47,48
ASV20188,6,0,42,0,0,0,0,48
ASV21442,0,3,17,6,12,5,5,48
ASV21541,0,0,17,17,10,2,2,48
ASV21903,0,0,48,0,0,0,0,48
ASV22555,48,0,0,0,0,0,0,48
ASV24623,0,0,1,7,22,17,1,48
ASV24917,1,5,11,15,15,1,0,48
ASV25229,5,11,0,13,10,0,9,48
ASV25462,0,0,48,0,0,0,0,48
ASV460,1,7,12,1,0,7,19,47
ASV954,0,9,15,4,8,0,11,47
ASV1052,0,11,15,18,0,0,3,47
ASV1076,0,0,6,7,28,0,6,47
ASV1783,0,0,5,0,2,40,0,47
ASV1858,0,7,26,2,0,10,2,47
ASV2393,0,3,15,4,7,11,7,47
ASV2420,0,0,11,0,12,23,1,47
ASV3154,0,3,0,5,25,5,9,47
ASV4185,0,5,13,0,5,24,0,47
ASV4366,0,4,4,9,30,0,0,47
ASV4409,0,1,21,13,1,6,5,47
ASV4580,9,0,8,8,16,0,6,47
ASV5257,8,3,10,11,10,0,5,47
ASV5397,0,14,1,10,0,5,17,47
ASV5607,6,4,0,0,21,15,1,47
ASV6586,0,0,25,5,2,0,15,47
ASV6736,6,0,0,5,14,15,7,47
ASV6868,0,0,27,0,16,4,0,47
ASV7596,0,0,3,6,15,6,17,47
ASV7699,0,0,10,24,3,2,8,47
ASV7898,2,0,0,8,37,0,0,47
ASV8424,0,0,5,7,0,35,0,47
ASV9209,3,7,1,5,1,13,17,47
ASV9264,0,4,9,0,11,21,2,47
ASV9353,45,0,2,0,0,0,0,47
ASV10549,0,5,3,1,6,0,32,47
ASV11235,0,0,44,0,0,0,3,47
ASV11326,0,0,3,26,3,15,0,47
ASV11630,0,0,8,15,24,0,0,47
ASV12307,0,0,0,47,0,0,0,47
ASV12407,0,19,0,5,18,0,5,47
ASV13191,0,21,4,0,0,22,0,47
ASV13867,3,6,18,5,4,0,11,47
ASV14195,0,9,0,4,4,5,25,47
ASV15664,0,0,5,10,3,2,27,47
ASV16797,0,7,3,0,21,6,10,47
ASV17076,0,5,19,7,5,11,0,47
ASV17626,0,0,0,0,35,8,4,47
ASV17979,0,6,0,9,14,2,16,47
ASV18061,1,0,14,0,0,8,24,47
ASV18664,0,47,0,0,0,0,0,47
ASV19574,0,6,0,0,13,28,0,47
ASV20951,0,0,16,0,31,0,0,47
ASV494,0,0,0,23,7,10,6,46
ASV540,0,0,0,45,0,1,0,46
ASV634,0,0,27,0,0,4,15,46
ASV812,0,2,5,4,5,2,28,46
ASV1145,0,0,0,4,13,0,29,46
ASV2926,10,4,9,2,9,2,10,46
ASV4275,4,12,8,9,9,1,3,46
ASV4284,0,0,12,24,5,0,5,46
ASV4672,11,0,0,17,1,12,5,46
ASV4870,0,4,0,22,0,9,11,46
ASV5528,0,0,0,11,2,0,33,46
ASV6218,0,7,17,15,1,6,0,46
ASV6469,0,4,21,4,7,6,4,46
ASV6655,7,5,0,5,22,0,7,46
ASV7084,0,25,0,0,0,10,11,46
ASV7931,0,0,31,2,8,0,5,46
ASV8237,0,0,5,10,15,10,6,46
ASV8417,0,0,0,5,29,8,4,46
ASV8500,0,0,8,15,0,6,17,46
ASV9022,3,12,9,2,10,0,10,46
ASV9026,0,0,0,5,37,0,4,46
ASV9356,0,0,0,0,2,0,44,46
ASV9939,0,3,8,5,17,11,2,46
ASV10339,3,6,2,1,2,19,13,46
ASV11132,0,0,0,0,0,3,43,46
ASV11307,0,0,19,6,7,7,7,46
ASV12223,2,1,18,7,5,3,10,46
ASV12233,7,0,0,5,21,0,13,46
ASV12680,1,3,16,6,10,0,10,46
ASV12802,24,15,2,4,0,0,1,46
ASV12830,13,2,0,0,8,2,21,46
ASV13234,0,4,0,39,2,1,0,46
ASV13288,0,0,0,0,0,46,0,46
ASV13309,7,14,5,9,4,0,7,46
ASV13391,0,0,0,21,18,4,3,46
ASV13528,0,22,0,18,0,0,6,46
ASV13616,0,18,0,19,0,0,9,46
ASV13624,0,0,41,5,0,0,0,46
ASV15367,4,6,2,9,25,0,0,46
ASV15532,0,0,0,0,0,0,46,46
ASV15760,0,0,0,4,5,26,11,46
ASV16249,0,17,3,2,4,0,20,46
ASV17096,0,18,0,0,0,0,28,46
ASV17267,0,0,0,17,0,29,0,46
ASV17331,0,6,1,12,14,1,12,46
ASV18613,7,15,0,7,3,9,5,46
ASV19170,0,0,12,27,2,1,4,46
ASV21190,0,0,2,2,9,23,10,46
ASV21868,0,0,0,0,38,0,8,46
ASV21919,0,2,4,10,0,10,20,46
ASV22000,0,0,0,46,0,0,0,46
ASV22865,0,14,8,0,11,1,12,46
ASV23037,2,3,0,18,12,0,11,46
ASV2,6,0,7,5,11,12,4,45
ASV45,0,7,24,0,5,9,0,45
ASV171,0,18,7,12,0,0,8,45
ASV310,3,5,3,8,14,0,12,45
ASV434,0,2,14,19,0,3,7,45
ASV790,0,4,6,3,24,6,2,45
ASV877,2,6,0,2,18,13,4,45
ASV1608,0,1,21,5,0,4,14,45
ASV2015,3,1,0,4,5,18,14,45
ASV2178,0,0,11,4,23,5,2,45
ASV2484,0,2,13,24,1,0,5,45
ASV3251,0,0,13,21,7,4,0,45
ASV3572,0,0,4,17,10,14,0,45
ASV4351,4,2,16,9,4,9,1,45
ASV5452,0,0,10,10,8,15,2,45
ASV5884,0,0,0,45,0,0,0,45
ASV5907,0,0,11,19,2,13,0,45
ASV6012,0,0,4,2,9,14,16,45
ASV6046,15,23,0,0,7,0,0,45
ASV7240,0,0,45,0,0,0,0,45
ASV7837,12,8,5,9,5,2,4,45
ASV7865,0,2,20,0,4,14,5,45
ASV7878,0,0,20,0,0,11,14,45
ASV8439,0,0,15,0,1,7,22,45
ASV8458,0,7,5,6,17,8,2,45
ASV9105,0,0,11,11,3,2,18,45
ASV9171,3,0,4,7,8,3,20,45
ASV10002,0,10,5,10,2,15,3,45
ASV10189,0,6,25,11,3,0,0,45
ASV11193,0,0,18,19,0,0,8,45
ASV12103,0,0,0,0,12,23,10,45
ASV13972,0,2,17,8,5,0,13,45
ASV14168,0,11,13,8,8,3,2,45
ASV15148,0,27,2,1,9,2,4,45
ASV15331,0,0,14,11,1,17,2,45
ASV16169,0,0,0,45,0,0,0,45
ASV18555,0,6,0,17,5,11,6,45
ASV18741,0,0,12,23,0,0,10,45
ASV19982,0,3,12,8,2,20,0,45
ASV21366,0,0,0,45,0,0,0,45
ASV21439,4,0,35,5,1,0,0,45
ASV21538,0,0,18,0,0,27,0,45
ASV23323,1,0,10,5,5,0,24,45
ASV23463,0,0,0,45,0,0,0,45
ASV25982,0,0,27,13,0,5,0,45
ASV223,0,3,28,1,0,4,8,44
ASV300,0,28,0,6,0,10,0,44
ASV801,4,0,0,2,7,3,28,44
ASV889,0,0,1,33,6,1,3,44
ASV1040,0,5,0,0,9,2,28,44
ASV1480,1,13,1,9,6,0,14,44
ASV1568,5,0,17,15,0,5,2,44
ASV1593,0,0,26,1,10,7,0,44
ASV1601,0,0,5,6,3,0,30,44
ASV2113,1,40,1,2,0,0,0,44
ASV2271,0,0,20,10,13,0,1,44
ASV2346,0,1,9,13,0,16,5,44
ASV3122,0,0,2,20,3,13,6,44
ASV3335,0,0,14,12,5,0,13,44
ASV3473,0,6,0,13,7,5,13,44
ASV3646,16,0,0,7,21,0,0,44
ASV4397,3,0,10,18,0,13,0,44
ASV5013,0,3,5,16,2,4,14,44
ASV5513,0,26,2,1,3,4,8,44
ASV5737,13,0,6,0,3,14,8,44
ASV6678,0,0,8,4,13,13,6,44
ASV7531,0,39,0,0,0,5,0,44
ASV8380,0,13,8,13,8,1,1,44
ASV8401,0,9,0,12,0,0,23,44
ASV8574,0,12,0,20,12,0,0,44
ASV10078,25,0,18,0,0,0,1,44
ASV12025,0,10,0,20,6,0,8,44
ASV13182,1,12,30,0,1,0,0,44
ASV13961,0,0,0,0,44,0,0,44
ASV15729,0,13,12,7,0,1,11,44
ASV18320,5,7,6,3,23,0,0,44
ASV18652,10,0,3,0,26,0,5,44
ASV19551,0,0,0,24,6,0,14,44
ASV19957,7,0,11,7,0,15,4,44
ASV20275,12,15,0,11,0,0,6,44
ASV20612,0,0,0,0,0,0,44,44
ASV21574,0,0,0,34,10,0,0,44
ASV22715,0,5,0,23,7,0,9,44
ASV22860,0,3,0,4,26,8,3,44
ASV24426,0,0,0,0,0,0,44,44
ASV27166,0,0,9,0,23,0,12,44
ASV119,0,0,0,0,0,11,32,43
ASV297,11,1,3,2,17,9,0,43
ASV609,1,3,17,6,2,12,2,43
ASV1160,4,24,4,0,4,0,7,43
ASV1355,0,1,5,8,9,9,11,43
ASV1361,0,2,14,4,17,4,2,43
ASV1490,14,0,6,6,0,11,6,43
ASV1941,0,0,3,6,7,0,27,43
ASV2147,10,0,2,20,5,0,6,43
ASV2473,0,4,12,0,0,6,21,43
ASV2707,0,17,14,1,2,6,3,43
ASV2730,0,2,19,7,8,7,0,43
ASV3323,0,2,0,10,13,18,0,43
